frequency,workload,tool,run_number,duration,energy_consumption,cpu_usage_percentage,total_datagrams_count,memory_usage_percentage,load_avg
F_HIGH,W_HIGH,baseline,r7,864,70381.6,76.13706088992974,2332602.0700000003,63.12966042154567,36.127857142857145
F_HIGH,W_LOW,elastic,r7,807,45795.6,31.382467532467533,492416.89,99.20011688311688,7.044311688311688
F_LOW,W_HIGH,elastic,r7,1002,73980.3,60.9062832800852,2226692.54,99.22996805111822,24.418136315228963
F_LOW,W_HIGH,netdata,r7,918,68581.3,66.37176608187134,2202849.06,61.91712280701754,24.60076023391813
F_HIGH,W_MEDIUM,elastic,r7,849,52447.5,45.07976592977894,962380.4000000001,99.21206762028609,12.700780234070221
F_LOW,W_HIGH,zipkin,r7,969,78076.0,75.31527659574469,2324977.46,66.39182978723404,30.54763829787234
F_MEDIUM,W_LOW,elastic,r7,765,40835.7,33.27904970760234,456696.5,99.22273391812867,7.809181286549707
F_HIGH,W_HIGH,zipkin,r7,1036,87544.5,77.03020487804879,2410738.2,67.01501463414634,32.50821463414634
F_HIGH,W_LOW,baseline,r7,842,42394.6,29.897178153446035,458236.16000000003,52.34006501950584,6.425383615084526
F_LOW,W_MEDIUM,prometheus,r7,731,49419.99999999999,52.08625730994152,967259.7,70.00010233918128,14.95396198830409
F_HIGH,W_HIGH,elastic,r7,995,75574.7,66.02790202342918,2226602.95,99.21993610223642,31.248860489882855
F_MEDIUM,W_LOW,baseline,r7,739,39475.600000000006,33.57763157894737,475350.11,52.771023391812875,6.932573099415206
F_MEDIUM,W_LOW,prometheus,r7,753,41944.0,37.26781844802343,466230.69999999995,56.43234260614934,7.559926793557834
F_MEDIUM,W_HIGH,zipkin,r7,1009,79050.3,75.92117021276596,2218151.89,69.93081914893617,30.145797872340427
F_LOW,W_HIGH,prometheus,r7,910,70097.6,72.388783625731,2208679.53,77.64474853801171,30.050584795321637
F_LOW,W_MEDIUM,baseline,r8,704,49257.6,54.11776315789473,1040087.98,66.63051169590643,14.010818713450291
F_LOW,W_LOW,elastic,r8,786,45476.899999999994,31.553454545454542,509924.72,99.22081818181817,8.375454545454545
F_MEDIUM,W_LOW,zipkin,r8,765,42244.7,38.16733918128655,469770.71,57.25672514619884,8.283070175438596
F_MEDIUM,W_LOW,baseline,r8,758,39368.09999999999,33.75214912280702,463581.64,57.51630116959065,6.984663742690059
F_HIGH,W_LOW,elastic,r8,822,45056.899999999994,32.81175324675325,484652.64999999997,99.21180519480521,8.743649350649351
F_LOW,W_MEDIUM,netdata,r8,729,47982.40000000001,48.56700292397661,975213.28,57.19603801169591,12.79809941520468
F_MEDIUM,W_LOW,netdata,r8,781,44829.3,32.53044155844156,510683.07999999996,55.969610389610395,6.43451948051948
F_HIGH,W_HIGH,prometheus,r8,964,76320.2,67.78208510638298,2379248.72,64.75820212765959,25.957212765957447
F_MEDIUM,W_MEDIUM,baseline,r8,756,47868.8,49.084956140350876,905590.2200000001,57.887192982456135,12.160540935672515
F_MEDIUM,W_HIGH,zipkin,r8,1031,86466.09999999999,75.69302734375,2394998.38,76.58687499999999,30.72884765625
F_LOW,W_LOW,zipkin,r8,821,46604.1,35.911896103896105,485586.89,73.15864935064936,6.830077922077922
F_HIGH,W_HIGH,elastic,r8,1015,75120.8,63.266340425531915,2178714.31,99.2165,26.439904255319153
F_MEDIUM,W_MEDIUM,elastic,r8,1050,61727.0,34.17958048780488,1039132.0100000001,99.22120000000001,9.333668292682926
F_HIGH,W_LOW,baseline,r8,925,46053.5,29.90052693208431,464851.69,63.648735362997655,6.852295081967214
F_MEDIUM,W_MEDIUM,zipkin,r8,640,48957.0,70.81953255425708,979553.1499999999,63.77933222036729,23.112854757929885
F_HIGH,W_HIGH,baseline,r8,848,65464.50000000001,77.25163636363638,2087679.3600000003,66.74870129870129,35.762701298701295
F_LOW,W_LOW,baseline,r8,955,50790.6,27.942566560170395,515610.82000000007,62.43434504792333,6.183535676251331
F_MEDIUM,W_HIGH,netdata,r8,861,72057.40000000001,75.53990632318502,2324950.58,72.30656908665107,34.94422716627635
F_LOW,W_LOW,prometheus,r8,721,41303.700000000004,36.429298245614035,467960.27,63.7135380116959,7.898011695906432
F_LOW,W_MEDIUM,elastic,r8,800,52922.8,46.28703896103897,1016980.8400000001,99.24059740259742,13.236506493506495
F_LOW,W_HIGH,baseline,r8,829,64444.8,76.72624675324676,2157379.93,60.607935064935056,36.63394805194805
F_LOW,W_LOW,netdata,r8,717,41115.700000000004,36.1305701754386,472608.81999999995,61.329152046783626,6.7334941520467835
F_MEDIUM,W_MEDIUM,prometheus,r8,741,48499.5,51.85590043923865,941740.23,64.61251830161054,14.528491947291363
F_MEDIUM,W_LOW,prometheus,r8,760,41900.600000000006,36.69932650073206,461574.29000000004,65.3807906295754,7.930893118594435
F_LOW,W_HIGH,elastic,r8,1034,79459.09999999999,61.81981463414634,2392324.8200000003,99.2180292682927,25.881560975609755
F_MEDIUM,W_MEDIUM,netdata,r8,845,50139.899999999994,42.376233766233774,964009.4099999999,56.19015584415584,10.512207792207793
F_HIGH,W_LOW,prometheus,r8,717,41582.3,36.63683284457478,491731.15,56.596583577712614,7.8240469208211145
F_LOW,W_HIGH,zipkin,r8,947,79258.1,76.31597872340426,2350148.2,70.65517021276595,32.37473404255319
F_HIGH,W_MEDIUM,baseline,r8,847,49157.9,43.20681818181818,872914.1,65.16196103896104,9.664506493506494
F_LOW,W_HIGH,prometheus,r8,862,72713.0,76.00840935672515,2336931.23,71.99045614035089,33.97405847953216
F_LOW,W_HIGH,netdata,r8,1027,78333.5,64.00565853658536,2342070.9699999997,75.91664390243902,29.432068292682928
F_HIGH,W_MEDIUM,elastic,r8,635,46193.0,60.54395659432387,959354.2199999999,99.1921368948247,23.795208681135225
F_MEDIUM,W_HIGH,prometheus,r8,866,70852.6,72.27804678362574,2342703.6599999997,62.21949707602339,30.808888888888887
F_LOW,W_MEDIUM,prometheus,r8,909,55655.4,41.05093676814988,1002542.4099999999,58.98545667447306,8.842175438596493
F_HIGH,W_MEDIUM,netdata,r8,775,52538.7,47.87628088426528,1079015.08,60.85162548764629,14.150780234070222
F_MEDIUM,W_LOW,elastic,r8,816,45417.5,31.150324675324676,482498.64,99.2184155844156,6.373805194805195
F_HIGH,W_MEDIUM,prometheus,r8,697,48974.8,51.75935578330893,1049651.9100000001,56.65988286969253,13.725944363103952
F_HIGH,W_LOW,netdata,r8,755,41158.5,36.188609077598834,470134.97000000003,60.559458272327966,8.91
F_HIGH,W_MEDIUM,zipkin,r8,767,51891.899999999994,59.92913742690058,917493.1100000001,67.9315350877193,16.043874269005848
F_LOW,W_MEDIUM,zipkin,r8,841,55747.3,53.77045454545455,1076886.15,74.58349350649351,13.933311688311685
F_HIGH,W_HIGH,zipkin,r8,1087,85718.1,74.28026367187499,2287643.6399999997,80.85304687499999,28.39701171875
F_MEDIUM,W_HIGH,baseline,r8,908,69837.6,69.69837236533958,2222459.21,77.39785714285715,25.624730679156905
F_MEDIUM,W_HIGH,elastic,r8,1010,72429.4,61.97262765957447,2190775.61,99.2122659574468,26.569499999999998
F_HIGH,W_LOW,zipkin,r8,782,42877.100000000006,39.79631578947369,485080.4,58.3786403508772,9.0878216374269
F_HIGH,W_HIGH,netdata,r8,890,70310.9,68.98597660818713,2315562.04,72.69163742690058,25.538269005847955
F_MEDIUM,W_HIGH,baseline,r9,917,69755.4,70.31878220140516,2193909.09,72.54565573770492,26.40916861826698
F_MEDIUM,W_HIGH,prometheus,r9,874,71984.90000000001,74.66670175438597,2327129.3200000003,77.75419883040935,30.9373918128655
F_LOW,W_LOW,prometheus,r9,774,45314.6,34.03829648894668,510326.77,70.2107412223667,7.776384915474642
F_LOW,W_MEDIUM,zipkin,r9,814,55332.3,52.072623376623376,1039425.47,77.42233766233765,12.782467532467532
F_MEDIUM,W_MEDIUM,netdata,r9,741,48170.399999999994,49.276198830409356,935563.85,75.28847953216375,12.31833333333333
F_MEDIUM,W_MEDIUM,baseline,r9,759,47128.5,49.055526315789464,891931.1499999999,73.43706140350876,13.873742690058478
F_LOW,W_LOW,zipkin,r9,781,47577.4,37.353701298701296,512389.55999999994,77.39676623376623,7.934298701298701
F_HIGH,W_LOW,netdata,r9,733,41683.2,35.21420204978038,455820.79000000004,73.71,7.840394736842105
F_HIGH,W_LOW,elastic,r9,762,41015.899999999994,34.2001461988304,460073.12,99.20847953216375,7.544429824561402
F_LOW,W_HIGH,zipkin,r9,961,79636.1,76.34805111821088,2315335.9000000004,66.77174653887114,33.02332268370607
F_MEDIUM,W_MEDIUM,elastic,r9,839,52365.2,44.45084525357607,982558.0700000001,99.21697009102732,13.040468140442131
F_MEDIUM,W_HIGH,elastic,r9,979,74237.70000000001,63.940340425531915,2307956.31,99.22993617021277,26.109489361702124
F_HIGH,W_MEDIUM,netdata,r9,771,47434.2,47.38486842105263,941867.15,56.747485380116956,12.407573099415206
F_LOW,W_HIGH,baseline,r9,865,71963.5,76.09127485380117,2321889.95,63.1213567251462,34.42927485380117
F_MEDIUM,W_MEDIUM,zipkin,r9,652,48236.2,69.09290484140233,944529.29,66.42365609348914,21.532604340567612
F_MEDIUM,W_HIGH,zipkin,r9,992,80243.7,78.26379126730563,2293457.8200000003,73.38513312034078,33.0987326943557
F_HIGH,W_MEDIUM,zipkin,r9,696,53933.5,67.2374269005848,1063346.25,71.98521929824561,20.245540935672516
F_MEDIUM,W_HIGH,netdata,r9,920,69797.40000000001,69.88777517564404,2210257.23,74.99085480093677,27.405550351288053
F_HIGH,W_LOW,zipkin,r9,785,48904.6,39.88515584415585,533856.8400000001,70.89505194805196,8.371597402597402
F_LOW,W_LOW,elastic,r9,745,41446.100000000006,36.04966325036603,443441.07000000007,99.20658857979501,8.088067349926794
F_LOW,W_MEDIUM,elastic,r9,629,45127.09999999999,60.639866444073455,984507.81,99.25487479131885,21.121385642737895
F_HIGH,W_HIGH,elastic,r9,968,73436.8,64.90321618743343,2322459.55,99.22188498402556,27.754398296059637
F_LOW,W_LOW,netdata,r9,788,44531.4,30.187906371911573,510807.85,58.89634590377112,5.905747724317296
F_LOW,W_HIGH,prometheus,r9,906,69966.0,69.84714285714286,2235054.96,65.57156908665105,27.850281030444965
F_HIGH,W_HIGH,baseline,r9,844,65662.70000000001,77.70015584415584,2113082.3,64.77535064935066,35.23285714285714
F_HIGH,W_HIGH,prometheus,r9,922,70702.9,71.22212865497076,2172351.09,70.02175438596491,27.914690058479533
F_LOW,W_HIGH,elastic,r9,964,74582.9,67.22891373801917,2301487.26,99.22047923322684,32.73985090521831
F_MEDIUM,W_MEDIUM,prometheus,r9,699,50144.4,54.971652046783625,1047994.3200000001,68.32985380116959,15.147719298245615
F_MEDIUM,W_LOW,zipkin,r9,757,42897.7,39.530058479532165,482092.97000000003,61.58273391812865,7.663845029239767
F_LOW,W_HIGH,netdata,r9,856,72046.3,76.42903981264637,2339463.6500000004,72.05016393442622,34.69469555035129
F_HIGH,W_HIGH,zipkin,r9,1026,87759.6,77.3768487804878,2389136.95,77.39899512195122,33.467190243902444
F_MEDIUM,W_LOW,elastic,r9,833,44888.3,32.93654545454545,466857.17000000004,99.1989090909091,10.22251948051948
F_HIGH,W_HIGH,netdata,r9,875,71047.29999999999,72.35162573099416,2321230.09,62.21045614035087,31.146736842105263
F_LOW,W_MEDIUM,netdata,r9,716,48976.299999999996,54.08062865497076,1000717.06,57.06229532163743,15.355804093567253
F_HIGH,W_MEDIUM,baseline,r9,743,48490.4,52.38226608187135,949262.39,56.1521783625731,14.371023391812864
F_MEDIUM,W_LOW,prometheus,r9,793,45976.3,36.1787012987013,511412.97,59.099051948051944,9.100909090909092
F_HIGH,W_LOW,prometheus,r9,764,41986.90000000001,37.885423976608195,459872.7100000001,61.22380116959064,8.342266081871344
F_MEDIUM,W_LOW,baseline,r9,744,41395.5,37.23585651537336,467601.36,63.14313323572473,8.097130307467058
F_HIGH,W_LOW,baseline,r9,744,41681.5,37.37283625730994,470733.99,63.956783625731,7.27937134502924
F_HIGH,W_MEDIUM,prometheus,r9,785,54165.7,50.52810143042913,1073970.3900000001,68.45845253576073,14.458816644993497
F_LOW,W_MEDIUM,prometheus,r9,736,49045.09999999999,53.391476608187126,957630.4900000001,67.6621052631579,15.325847953216376
F_LOW,W_MEDIUM,baseline,r9,708,49542.399999999994,53.97921052631579,1015861.81,67.53827485380117,15.486798245614036
F_LOW,W_LOW,baseline,r9,759,41022.899999999994,37.11421669106882,463591.77,67.77692532942899,7.976476608187134
F_MEDIUM,W_LOW,netdata,r9,770,41161.100000000006,36.76201754385965,461343.54000000004,68.83612573099415,7.756944444444445
F_HIGH,W_MEDIUM,elastic,r9,786,53660.600000000006,47.118244473342,1058464.78,99.21275682704811,13.996957087126138
F_MEDIUM,W_MEDIUM,baseline,r10,782,52190.8,44.32422077922078,1069371.12,55.80564935064935,10.53474025974026
F_HIGH,W_MEDIUM,prometheus,r10,780,53823.0,47.93820779220779,1080486.58,61.19676623376623,13.263532467532468
F_MEDIUM,W_HIGH,netdata,r10,924,69622.3,68.46367251461989,2175382.56,66.78601169590644,27.09301754385965
F_MEDIUM,W_LOW,elastic,r10,818,45663.4,32.49207792207792,482841.75,99.21537662337661,10.137064935064934
F_LOW,W_LOW,elastic,r10,788,44651.0,30.22561038961039,510703.25,99.23502597402597,8.085792207792208
F_LOW,W_LOW,netdata,r10,780,44168.5,31.794330299089733,513024.33999999997,54.26088426527958,6.711547464239272
F_MEDIUM,W_MEDIUM,elastic,r10,772,48093.399999999994,47.039298245614034,864044.23,99.21773391812867,11.947061403508771
F_HIGH,W_LOW,prometheus,r10,757,41493.9,33.67121522693997,461724.52,52.69405563689604,6.496749633967789
F_HIGH,W_HIGH,netdata,r10,916,69538.1,68.37221052631578,2179892.32,62.4422105263158,27.182865497076026
F_LOW,W_MEDIUM,netdata,r10,722,49372.899999999994,52.49653001464129,988343.78,57.734070278184475,14.588931185944363
F_LOW,W_MEDIUM,elastic,r10,790,53621.8,47.187077922077926,1050034.62,99.21885714285715,15.435571428571428
F_LOW,W_HIGH,elastic,r10,952,75877.9,66.12752127659574,2372559.83,99.23597872340426,30.81718085106383
F_MEDIUM,W_HIGH,prometheus,r10,949,75100.5,65.02174468085107,2377209.38,68.13111702127661,23.72627659574468
F_LOW,W_MEDIUM,baseline,r10,713,49092.8,53.407529239766085,1005179.3699999999,59.003274853801166,14.860526315789471
F_LOW,W_HIGH,zipkin,r10,1019,77200.2,71.78356382978723,2198221.0999999996,76.47158510638299,27.83986170212766
F_HIGH,W_MEDIUM,baseline,r10,807,52381.7,47.50340702210663,1038660.0800000002,69.90191157347203,13.200221066319894
F_MEDIUM,W_MEDIUM,prometheus,r10,740,48558.9,51.32397660818713,943323.97,71.51570175438597,14.321973684210526
F_LOW,W_LOW,zipkin,r10,783,46979.40000000001,38.04554545454546,517424.67,73.05903896103896,7.994077922077922
F_LOW,W_MEDIUM,prometheus,r10,897,55203.7,43.38643274853801,969376.8300000001,63.93405847953217,11.34838596491228
F_MEDIUM,W_HIGH,baseline,r10,823,65713.20000000001,77.78537662337662,2176018.83,75.27932467532467,36.31150649350649
F_LOW,W_MEDIUM,zipkin,r10,624,48667.299999999996,72.85302170283808,1010616.6,76.46125208681136,23.44480801335559
F_LOW,W_LOW,baseline,r10,755,40474.4,36.53922514619883,462230.79000000004,60.13862573099415,6.999122807017543
F_LOW,W_HIGH,baseline,r10,853,64161.2,77.39959740259741,2079004.9000000001,76.53822077922078,35.939844155844156
F_MEDIUM,W_LOW,zipkin,r10,780,46065.7,37.4912987012987,521412.16000000003,78.39357142857143,8.423506493506494
F_HIGH,W_LOW,baseline,r10,926,46723.899999999994,29.34214035087719,473522.98,61.69971929824562,6.734362573099415
F_LOW,W_LOW,prometheus,r10,701,42763.100000000006,37.813961988304094,499838.2,75.51947368421054,7.74375730994152
F_MEDIUM,W_HIGH,elastic,r10,975,75948.20000000001,66.98515957446808,2283077.0,99.17458510638298,32.57090425531915
F_HIGH,W_HIGH,elastic,r10,994,73865.79999999999,61.82344680851064,2251033.89,99.24858510638296,23.907510638297868
F_HIGH,W_HIGH,prometheus,r10,921,67343.5,67.44680327868852,2187345.2,62.15193208430913,24.871627634660424
F_MEDIUM,W_LOW,prometheus,r10,777,45074.5,33.10289610389611,512091.19,58.24728571428572,7.572337662337661
F_MEDIUM,W_LOW,baseline,r10,779,44652.7,33.28945454545454,508350.94,57.80215584415585,6.903259740259741
F_HIGH,W_HIGH,zipkin,r10,1050,85694.4,75.12156097560977,2378190.1999999997,73.88726829268292,30.457639024390243
F_HIGH,W_MEDIUM,zipkin,r10,808,57632.5,57.7570611183355,1061276.3199999998,73.36938881664499,13.62449934980494
F_LOW,W_HIGH,prometheus,r10,872,71655.1,74.56436768149884,2332272.8,77.32751756440283,32.042775175644024
F_MEDIUM,W_MEDIUM,netdata,r10,700,49397.700000000004,53.67440058479532,1054523.53,71.82565789473684,14.242105263157896
F_LOW,W_HIGH,netdata,r10,866,71786.4,74.7945380116959,2347237.5,77.80004678362575,30.630116959064328
F_HIGH,W_MEDIUM,netdata,r10,787,53059.1,47.99462938881665,1070029.23,72.80135240572172,12.895448634590377
F_HIGH,W_LOW,elastic,r10,819,54119.1,43.73927178153446,483119.96,99.22897269180754,9.193016905071522
F_HIGH,W_MEDIUM,elastic,r10,815,52261.0,43.23743823146943,1012799.3800000001,99.21695708712613,12.175669700910273
F_HIGH,W_LOW,zipkin,r10,781,47999.5,38.69023407022107,535605.32,61.19879063719115,8.293563068920676
F_HIGH,W_HIGH,baseline,r10,848,64066.299999999996,73.23779220779221,2098659.77,71.83720779220779,29.93825974025974
F_MEDIUM,W_LOW,netdata,r10,751,41675.6,35.642064421669104,472509.94000000006,70.59967789165447,7.127598828696925
F_MEDIUM,W_HIGH,zipkin,r10,1021,81520.0,72.16198083067093,2195049.0300000003,82.36101171458999,27.670383386581467
F_HIGH,W_LOW,netdata,r10,747,43789.8,35.14272327964861,470073.63,74.75412884333822,7.768961988304093
F_MEDIUM,W_MEDIUM,zipkin,r10,825,57309.0,55.036571428571435,1028227.59,79.60023376623376,13.24742857142857
